,Entity Name,Plant Name,Nameplate Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating Year,Plant State,Age,emmR,emmF
207,City of Seward - (AK),Seward (AK),2.8,Petroleum Liquids,DFO,IC,7.0,2010.0,AK,9.0,0.08,0.22399999999999998
208,City of Seward - (AK),Seward (AK),2.5,Petroleum Liquids,DFO,IC,7.0,2010.0,AK,9.0,0.08,0.2
209,City & Borough of Sitka - (AK),Blue Lake Hydro,5.3,Conventional Hydroelectric,WAT,HY,10.0,2014.0,AK,5.0,0.0,0.0
210,City & Borough of Sitka - (AK),Blue Lake Hydro,5.3,Conventional Hydroelectric,WAT,HY,10.0,2014.0,AK,5.0,0.0,0.0
211,City & Borough of Sitka - (AK),Blue Lake Hydro,5.3,Conventional Hydroelectric,WAT,HY,10.0,2014.0,AK,5.0,0.0,0.0
212,City of Wrangell - (AK),Wrangell,2.0,Petroleum Liquids,DFO,IC,9.0,2000.0,AK,19.0,0.08,0.16
213,City of Wrangell - (AK),Wrangell,2.0,Petroleum Liquids,DFO,IC,9.0,2000.0,AK,19.0,0.08,0.16
214,City of Wrangell - (AK),Wrangell,2.0,Petroleum Liquids,DFO,IC,6.0,2002.0,AK,17.0,0.08,0.16
215,City of Wrangell - (AK),Wrangell,2.5,Petroleum Liquids,DFO,IC,6.0,1987.0,AK,32.0,0.08,0.2
216,Chugach Electric Assn Inc,Beluga,16.0,Natural Gas Fired Combustion Turbine,NG,GT,1.0,1968.0,AK,51.0,0.059,0.944
217,Chugach Electric Assn Inc,Beluga,16.0,Natural Gas Fired Combustion Turbine,NG,GT,1.0,1968.0,AK,51.0,0.059,0.944
218,Chugach Electric Assn Inc,Beluga,59.1,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1972.0,AK,47.0,0.059,3.4869
219,Chugach Electric Assn Inc,Beluga,68.3,Natural Gas Fired Combustion Turbine,NG,GT,10.0,1975.0,AK,44.0,0.059,4.0297
220,Chugach Electric Assn Inc,Beluga,76.5,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1976.0,AK,43.0,0.059,4.5135
221,Chugach Electric Assn Inc,Beluga,76.5,Natural Gas Fired Combustion Turbine,NG,GT,12.0,1978.0,AK,41.0,0.059,4.5135
222,Puget Sound Energy Inc,Frederickson,88.9,Natural Gas Fired Combustion Turbine,NG,GT,11.0,1981.0,WA,38.0,0.059,5.2451
223,Puget Sound Energy Inc,Frederickson,88.9,Natural Gas Fired Combustion Turbine,NG,GT,11.0,1981.0,WA,38.0,0.059,5.2451
224,Salt River Project,South Consolidated,1.4,Conventional Hydroelectric,WAT,HY,9.0,1981.0,AZ,38.0,0.0,0.0
225,Southern California Edison Co,J S Eastwood,199.8,Hydroelectric Pumped Storage,WAT,PS,12.0,1987.0,CA,32.0,0.0,0.0
226,Sunflower Electric Power Corp,Holcomb,348.7,Conventional Steam Coal,SUB,ST,8.0,1983.0,KS,36.0,0.1,34.87
227,"Nushagak Electric Coop, Inc",Dillingham,1.1,Petroleum Liquids,DFO,IC,5.0,1988.0,AK,31.0,0.08,0.08800000000000001
228,"Nushagak Electric Coop, Inc",Dillingham,1.0,Petroleum Liquids,DFO,IC,11.0,2001.0,AK,18.0,0.08,0.08
229,"Nushagak Electric Coop, Inc",Dillingham,1.0,Petroleum Liquids,DFO,IC,3.0,2006.0,AK,13.0,0.08,0.08
230,"Nushagak Electric Coop, Inc",Dillingham,1.0,Petroleum Liquids,DFO,IC,4.0,2006.0,AK,13.0,0.08,0.08
231,"Nushagak Electric Coop, Inc",Dillingham,1.0,Petroleum Liquids,DFO,IC,3.0,2008.0,AK,11.0,0.08,0.08
232,"Nushagak Electric Coop, Inc",Dillingham,1.0,Petroleum Liquids,DFO,IC,5.0,2008.0,AK,11.0,0.08,0.08
233,"Nushagak Electric Coop, Inc",Dillingham,0.5,Petroleum Liquids,DFO,IC,12.0,2009.0,AK,10.0,0.08,0.04
234,Arizona Public Service Co,Cholla,113.6,Conventional Steam Coal,SUB,ST,5.0,1962.0,AZ,57.0,0.1,11.36
235,Arizona Public Service Co,Cholla,312.3,Conventional Steam Coal,SUB,ST,5.0,1980.0,AZ,39.0,0.1,31.230000000000004
236,Arizona Public Service Co,Cholla,414.0,Conventional Steam Coal,SUB,ST,6.0,1981.0,AZ,38.0,0.1,41.400000000000006
237,Arizona Public Service Co,Douglas,26.1,Petroleum Liquids,DFO,GT,5.0,1972.0,AZ,47.0,0.08,2.088
238,Arizona Public Service Co,Ocotillo,53.1,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1972.0,AZ,47.0,0.059,3.1329
239,Arizona Public Service Co,Ocotillo,53.1,Natural Gas Fired Combustion Turbine,NG,GT,7.0,1973.0,AZ,46.0,0.059,3.1329
240,Arizona Public Service Co,Ocotillo,161.9,Natural Gas Fired Combustion Turbine,NG,GT,4.0,2019.0,AZ,0.0,0.059,9.5521
241,Arizona Public Service Co,Ocotillo,161.9,Natural Gas Fired Combustion Turbine,NG,GT,4.0,2019.0,AZ,0.0,0.059,9.5521
242,Arizona Public Service Co,Ocotillo,161.9,Natural Gas Fired Combustion Turbine,NG,GT,5.0,2019.0,AZ,0.0,0.059,9.5521
243,Arizona Public Service Co,Ocotillo,161.9,Natural Gas Fired Combustion Turbine,NG,GT,4.0,2019.0,AZ,0.0,0.059,9.5521
244,Arizona Public Service Co,Ocotillo,161.9,Natural Gas Fired Combustion Turbine,NG,GT,4.0,2019.0,AZ,0.0,0.059,9.5521
245,Arizona Public Service Co,West Phoenix,132.0,Natural Gas Fired Combined Cycle,NG,CS,6.0,1976.0,AZ,43.0,0.059,7.787999999999999
246,Arizona Public Service Co,West Phoenix,132.0,Natural Gas Fired Combined Cycle,NG,CS,6.0,1976.0,AZ,43.0,0.059,7.787999999999999
247,Arizona Public Service Co,West Phoenix,132.0,Natural Gas Fired Combined Cycle,NG,CS,6.0,1976.0,AZ,43.0,0.059,7.787999999999999
248,Arizona Public Service Co,West Phoenix,91.0,Natural Gas Fired Combined Cycle,NG,CT,6.0,2001.0,AZ,18.0,0.059,5.369
249,Arizona Public Service Co,West Phoenix,44.6,Natural Gas Fired Combined Cycle,NG,CA,6.0,2001.0,AZ,18.0,0.059,2.6313999999999997
250,Arizona Public Service Co,West Phoenix,184.5,Natural Gas Fired Combined Cycle,NG,CT,8.0,2003.0,AZ,16.0,0.059,10.885499999999999
251,Arizona Public Service Co,West Phoenix,184.5,Natural Gas Fired Combined Cycle,NG,CT,8.0,2003.0,AZ,16.0,0.059,10.885499999999999
252,Arizona Public Service Co,West Phoenix,200.6,Natural Gas Fired Combined Cycle,NG,CA,8.0,2003.0,AZ,16.0,0.059,11.8354
253,Arizona Public Service Co,West Phoenix,53.1,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1972.0,AZ,47.0,0.059,3.1329
254,Arizona Public Service Co,West Phoenix,53.1,Natural Gas Fired Combustion Turbine,NG,GT,7.0,1973.0,AZ,46.0,0.059,3.1329
255,Arizona Public Service Co,Saguaro,78.3,Natural Gas Fired Combustion Turbine,NG,GT,7.0,2002.0,AZ,17.0,0.059,4.6197
256,Arizona Public Service Co,Saguaro,53.1,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1972.0,AZ,47.0,0.059,3.1329
257,Arizona Public Service Co,Saguaro,53.1,Natural Gas Fired Combustion Turbine,NG,GT,7.0,1973.0,AZ,46.0,0.059,3.1329
258,Arizona Public Service Co,Yucca,23.6,Natural Gas Fired Combustion Turbine,NG,GT,7.0,1971.0,AZ,48.0,0.059,1.3924
259,Arizona Public Service Co,Yucca,23.6,Natural Gas Fired Combustion Turbine,NG,GT,7.0,1971.0,AZ,48.0,0.059,1.3924
260,Arizona Public Service Co,Yucca,25.3,Petroleum Liquids,DFO,GT,12.0,1978.0,AZ,41.0,0.08,2.024
261,Arizona Public Service Co,Yucca,72.4,Natural Gas Fired Combustion Turbine,NG,GT,6.0,1973.0,AZ,46.0,0.059,4.2716
262,Arizona Public Service Co,Yucca,72.4,Petroleum Liquids,DFO,GT,7.0,1974.0,AZ,45.0,0.08,5.792000000000001
263,Arizona Public Service Co,Yucca,60.5,Natural Gas Fired Combustion Turbine,NG,GT,6.0,2008.0,AZ,11.0,0.059,3.5694999999999997
264,Arizona Public Service Co,Yucca,60.5,Natural Gas Fired Combustion Turbine,NG,GT,6.0,2008.0,AZ,11.0,0.059,3.5694999999999997
265,Arizona Public Service Co,Yucca,86.7,Natural Gas Steam Turbine,NG,ST,4.0,1959.0,AZ,60.0,0.059,5.1152999999999995
266,Tucson Electric Power Co,Demoss Petrie,85.0,Natural Gas Fired Combustion Turbine,NG,GT,6.0,2001.0,AZ,18.0,0.059,5.015
267,Tucson Electric Power Co,H Wilson Sundt Generating Station,173.3,Natural Gas Steam Turbine,NG,ST,7.0,1967.0,AZ,52.0,0.059,10.2247
268,Tucson Electric Power Co,H Wilson Sundt Generating Station,27.0,Natural Gas Fired Combustion Turbine,NG,GT,12.0,1972.0,AZ,47.0,0.059,1.593
269,Tucson Electric Power Co,H Wilson Sundt Generating Station,27.0,Natural Gas Fired Combustion Turbine,NG,GT,12.0,1972.0,AZ,47.0,0.059,1.593
270,Tucson Electric Power Co,H Wilson Sundt Generating Station,108.8,Natural Gas Steam Turbine,NG,ST,12.0,1958.0,AZ,61.0,0.059,6.419199999999999
271,Tucson Electric Power Co,H Wilson Sundt Generating Station,108.8,Natural Gas Steam Turbine,NG,ST,10.0,1960.0,AZ,59.0,0.059,6.419199999999999
272,Tucson Electric Power Co,H Wilson Sundt Generating Station,113.6,Natural Gas Steam Turbine,NG,ST,6.0,1962.0,AZ,57.0,0.059,6.702399999999999
273,Public Service Co of Oklahoma,Oklaunion,720.0,Conventional Steam Coal,SUB,ST,12.0,1986.0,TX,33.0,0.1,72.0
274,South Carolina Public Service Authority,Cross,590.9,Conventional Steam Coal,RC,ST,5.0,1995.0,SC,24.0,0.1,59.09
275,South Carolina Public Service Authority,Cross,556.2,Conventional Steam Coal,RC,ST,5.0,1984.0,SC,35.0,0.1,55.620000000000005
276,South Carolina Public Service Authority,Cross,591.0,Conventional Steam Coal,RC,ST,1.0,2007.0,SC,12.0,0.1,59.1
277,South Carolina Public Service Authority,Cross,652.0,Conventional Steam Coal,RC,ST,10.0,2008.0,SC,11.0,0.1,65.2
278,Seminole Electric Cooperative Inc,Seminole (FL),735.9,Conventional Steam Coal,BIT,ST,2.0,1984.0,FL,35.0,0.1,73.59
279,Seminole Electric Cooperative Inc,Seminole (FL),735.9,Conventional Steam Coal,BIT,ST,12.0,1984.0,FL,35.0,0.1,73.59
280,Salt River Project,Agua Fria,113.6,Natural Gas Steam Turbine,NG,ST,1.0,1958.0,AZ,61.0,0.059,6.702399999999999
281,Salt River Project,Agua Fria,113.6,Natural Gas Steam Turbine,NG,ST,4.0,1957.0,AZ,62.0,0.059,6.702399999999999
282,Salt River Project,Agua Fria,163.2,Natural Gas Steam Turbine,NG,ST,4.0,1961.0,AZ,58.0,0.059,9.628799999999998
283,Salt River Project,Agua Fria,80.5,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1975.0,AZ,44.0,0.059,4.749499999999999
284,Salt River Project,Agua Fria,71.2,Natural Gas Fired Combustion Turbine,NG,GT,7.0,1974.0,AZ,45.0,0.059,4.2008
285,Salt River Project,Agua Fria,71.2,Natural Gas Fired Combustion Turbine,NG,GT,7.0,1974.0,AZ,45.0,0.059,4.2008
286,Salt River Project,Agua Fria,0.2,Solar Photovoltaic,SUN,PV,6.0,2001.0,AZ,18.0,0.0,0.0
287,Salt River Project,Crosscut,3.0,Conventional Hydroelectric,WAT,HY,7.0,1939.0,AZ,80.0,0.0,0.0
288,Salt River Project,Horse Mesa,9.9,Conventional Hydroelectric,WAT,HY,4.0,1927.0,AZ,92.0,0.0,0.0
289,Salt River Project,Horse Mesa,9.9,Conventional Hydroelectric,WAT,HY,4.0,1927.0,AZ,92.0,0.0,0.0
290,Salt River Project,Horse Mesa,9.9,Conventional Hydroelectric,WAT,HY,4.0,1927.0,AZ,92.0,0.0,0.0
291,Salt River Project,Horse Mesa,99.8,Hydroelectric Pumped Storage,WAT,PS,6.0,1972.0,AZ,47.0,0.0,0.0
292,Salt River Project,Kyrene,34.5,Natural Gas Steam Turbine,NG,ST,7.0,1952.0,AZ,67.0,0.059,2.0355
293,Salt River Project,Kyrene,73.5,Natural Gas Steam Turbine,NG,ST,6.0,1954.0,AZ,65.0,0.059,4.3365
294,Salt River Project,Kyrene,53.1,Natural Gas Fired Combustion Turbine,NG,GT,12.0,1971.0,AZ,48.0,0.059,3.1329
295,Salt River Project,Kyrene,60.3,Natural Gas Fired Combustion Turbine,NG,GT,7.0,1973.0,AZ,46.0,0.059,3.5576999999999996
296,Salt River Project,Kyrene,60.3,Natural Gas Fired Combustion Turbine,NG,GT,6.0,1973.0,AZ,46.0,0.059,3.5576999999999996
297,Salt River Project,Kyrene,170.0,Natural Gas Fired Combined Cycle,NG,CT,10.0,2002.0,AZ,17.0,0.059,10.03
298,Salt River Project,Kyrene,122.0,Natural Gas Fired Combined Cycle,NG,CA,10.0,2002.0,AZ,17.0,0.059,7.1979999999999995
299,Salt River Project,Mormon Flat,9.2,Conventional Hydroelectric,WAT,HY,5.0,1926.0,AZ,93.0,0.0,0.0
300,Salt River Project,Mormon Flat,54.3,Hydroelectric Pumped Storage,WAT,PS,6.0,1971.0,AZ,48.0,0.0,0.0
301,Salt River Project,Roosevelt,36.0,Conventional Hydroelectric,WAT,HY,3.0,1973.0,AZ,46.0,0.0,0.0
302,Salt River Project,Stewart Mountain,13.0,Conventional Hydroelectric,WAT,HY,3.0,1930.0,AZ,89.0,0.0,0.0
303,Modesto Irrigation District,McClure,71.2,Petroleum Liquids,DFO,GT,7.0,1980.0,CA,39.0,0.08,5.696000000000001
304,Modesto Irrigation District,McClure,71.2,Natural Gas Fired Combustion Turbine,NG,GT,7.0,1981.0,CA,38.0,0.059,4.2008
305,U S Bureau of Reclamation,Davis Dam,51.7,Conventional Hydroelectric,WAT,HY,1.0,1951.0,AZ,68.0,0.0,0.0
306,U S Bureau of Reclamation,Davis Dam,51.7,Conventional Hydroelectric,WAT,HY,4.0,1951.0,AZ,68.0,0.0,0.0
307,U S Bureau of Reclamation,Davis Dam,48.0,Conventional Hydroelectric,WAT,HY,4.0,1951.0,AZ,68.0,0.0,0.0
308,U S Bureau of Reclamation,Davis Dam,51.7,Conventional Hydroelectric,WAT,HY,5.0,1951.0,AZ,68.0,0.0,0.0
309,U S Bureau of Reclamation,Davis Dam,51.7,Conventional Hydroelectric,WAT,HY,6.0,1951.0,AZ,68.0,0.0,0.0
310,U S Bureau of Reclamation,Glen Canyon Dam,165.0,Conventional Hydroelectric,WAT,HY,9.0,1964.0,AZ,55.0,0.0,0.0
311,U S Bureau of Reclamation,Glen Canyon Dam,165.0,Conventional Hydroelectric,WAT,HY,9.0,1964.0,AZ,55.0,0.0,0.0
312,U S Bureau of Reclamation,Glen Canyon Dam,165.0,Conventional Hydroelectric,WAT,HY,12.0,1964.0,AZ,55.0,0.0,0.0
313,U S Bureau of Reclamation,Glen Canyon Dam,165.0,Conventional Hydroelectric,WAT,HY,2.0,1965.0,AZ,54.0,0.0,0.0
314,U S Bureau of Reclamation,Glen Canyon Dam,165.0,Conventional Hydroelectric,WAT,HY,7.0,1965.0,AZ,54.0,0.0,0.0
315,U S Bureau of Reclamation,Glen Canyon Dam,165.0,Conventional Hydroelectric,WAT,HY,10.0,1965.0,AZ,54.0,0.0,0.0
316,U S Bureau of Reclamation,Glen Canyon Dam,157.0,Conventional Hydroelectric,WAT,HY,1.0,1966.0,AZ,53.0,0.0,0.0
317,U S Bureau of Reclamation,Glen Canyon Dam,165.0,Conventional Hydroelectric,WAT,HY,2.0,1966.0,AZ,53.0,0.0,0.0
318,U S Bureau of Reclamation,Hoover Dam (NV),2.4,Conventional Hydroelectric,WAT,HY,9.0,1936.0,NV,83.0,0.0,0.0
319,U S Bureau of Reclamation,Hoover Dam (NV),130.0,Conventional Hydroelectric,WAT,HY,12.0,1936.0,NV,83.0,0.0,0.0
320,U S Bureau of Reclamation,Hoover Dam (NV),130.0,Conventional Hydroelectric,WAT,HY,10.0,1936.0,NV,83.0,0.0,0.0
321,U S Bureau of Reclamation,Hoover Dam (NV),130.0,Conventional Hydroelectric,WAT,HY,3.0,1937.0,NV,82.0,0.0,0.0
322,U S Bureau of Reclamation,Hoover Dam (NV),130.0,Conventional Hydroelectric,WAT,HY,11.0,1936.0,NV,83.0,0.0,0.0
323,U S Bureau of Reclamation,Hoover Dam (NV),130.0,Conventional Hydroelectric,WAT,HY,6.0,1938.0,NV,81.0,0.0,0.0
324,U S Bureau of Reclamation,Hoover Dam (NV),130.0,Conventional Hydroelectric,WAT,HY,8.0,1938.0,NV,81.0,0.0,0.0
325,U S Bureau of Reclamation,Hoover Dam (NV),127.0,Conventional Hydroelectric,WAT,HY,11.0,1944.0,NV,75.0,0.0,0.0
326,U S Bureau of Reclamation,Hoover Dam (NV),130.0,Conventional Hydroelectric,WAT,HY,12.0,1961.0,NV,58.0,0.0,0.0
327,Heber Light & Power Company,Lake Creek Dam,1.5,Conventional Hydroelectric,WAT,HY,5.0,1981.0,UT,38.0,0.0,0.0
328,Arizona Electric Pwr Coop Inc,Apache Station,11.5,Natural Gas Fired Combustion Turbine,NG,GT,2.0,1963.0,AZ,56.0,0.059,0.6785
329,Arizona Electric Pwr Coop Inc,Apache Station,20.4,Natural Gas Fired Combustion Turbine,NG,GT,6.0,1972.0,AZ,47.0,0.059,1.2035999999999998
330,Arizona Electric Pwr Coop Inc,Apache Station,78.7,Natural Gas Fired Combustion Turbine,NG,GT,6.0,1975.0,AZ,44.0,0.059,4.6433
331,Arizona Electric Pwr Coop Inc,Apache Station,60.5,Natural Gas Fired Combustion Turbine,NG,GT,10.0,2002.0,AZ,17.0,0.059,3.5694999999999997
332,Arizona Electric Pwr Coop Inc,Apache Station,81.6,Natural Gas Steam Turbine,NG,ST,11.0,1964.0,AZ,55.0,0.059,4.814399999999999
333,Arizona Electric Pwr Coop Inc,Apache Station,204.0,Natural Gas Steam Turbine,NG,ST,1.0,1979.0,AZ,40.0,0.059,12.036
334,Arizona Electric Pwr Coop Inc,Apache Station,204.0,Conventional Steam Coal,SUB,ST,9.0,1979.0,AZ,40.0,0.1,20.400000000000002
335,Turlock Irrigation District,Turlock Lake,1.1,Conventional Hydroelectric,WAT,HY,7.0,1980.0,CA,39.0,0.0,0.0
336,Turlock Irrigation District,Turlock Lake,1.1,Conventional Hydroelectric,WAT,HY,7.0,1980.0,CA,39.0,0.0,0.0
337,Turlock Irrigation District,Turlock Lake,1.1,Conventional Hydroelectric,WAT,HY,7.0,1980.0,CA,39.0,0.0,0.0
338,Turlock Irrigation District,Hickman,0.5,Conventional Hydroelectric,WAT,HY,9.0,1979.0,CA,40.0,0.0,0.0
339,Turlock Irrigation District,Hickman,0.5,Conventional Hydroelectric,WAT,HY,9.0,1979.0,CA,40.0,0.0,0.0
340,Grand River Dam Authority,GREC,540.0,Natural Gas Steam Turbine,NG,ST,6.0,1981.0,OK,38.0,0.059,31.86
341,Grand River Dam Authority,GREC,594.0,Conventional Steam Coal,SUB,ST,10.0,1985.0,OK,34.0,0.1,59.400000000000006
342,Grand River Dam Authority,GREC,369.0,Natural Gas Fired Combined Cycle,NG,CT,12.0,2017.0,OK,2.0,0.059,21.770999999999997
343,Grand River Dam Authority,GREC,231.3,Natural Gas Fired Combined Cycle,NG,CA,12.0,2017.0,OK,2.0,0.059,13.6467
344,Entergy Arkansas LLC,Carpenter,28.0,Conventional Hydroelectric,WAT,HY,1.0,1932.0,AR,87.0,0.0,0.0
345,Entergy Arkansas LLC,Carpenter,28.0,Conventional Hydroelectric,WAT,HY,1.0,1932.0,AR,87.0,0.0,0.0
346,Entergy Arkansas LLC,Lake Catherine,552.5,Natural Gas Steam Turbine,NG,ST,4.0,1970.0,AR,49.0,0.059,32.5975
347,City of Osceola - (AR),Osceola (AR),1.6,Petroleum Liquids,DFO,IC,5.0,1999.0,AR,20.0,0.08,0.128
348,City of Osceola - (AR),Osceola (AR),1.6,Petroleum Liquids,DFO,IC,5.0,1999.0,AR,20.0,0.08,0.128
349,City of Osceola - (AR),Osceola (AR),1.6,Petroleum Liquids,DFO,IC,5.0,1992.0,AR,27.0,0.08,0.128
350,Entergy Arkansas LLC,Remmel,3.0,Conventional Hydroelectric,WAT,HY,1.0,1925.0,AR,94.0,0.0,0.0
351,Entergy Arkansas LLC,Remmel,3.0,Conventional Hydroelectric,WAT,HY,1.0,1925.0,AR,94.0,0.0,0.0
352,Entergy Arkansas LLC,Remmel,3.0,Conventional Hydroelectric,WAT,HY,1.0,1925.0,AR,94.0,0.0,0.0
353,Pacific Gas & Electric Co.,Volta 2,1.0,Conventional Hydroelectric,WAT,HY,11.0,1981.0,CA,38.0,0.0,0.0
354,USCE-Little Rock District,Beaver Dam,56.0,Conventional Hydroelectric,WAT,HY,5.0,1965.0,AR,54.0,0.0,0.0
355,USCE-Little Rock District,Beaver Dam,56.0,Conventional Hydroelectric,WAT,HY,5.0,1965.0,AR,54.0,0.0,0.0
356,USCE -Vickburg District,Degray,40.0,Conventional Hydroelectric,WAT,HY,2.0,1972.0,AR,47.0,0.0,0.0
357,USCE -Vickburg District,Degray,28.0,Hydroelectric Pumped Storage,WAT,PS,2.0,1972.0,AR,47.0,0.0,0.0
358,USCE-Little Rock District,Greers Ferry Lake,48.0,Conventional Hydroelectric,WAT,HY,3.0,1964.0,AR,55.0,0.0,0.0
359,USCE-Little Rock District,Greers Ferry Lake,48.0,Conventional Hydroelectric,WAT,HY,5.0,1964.0,AR,55.0,0.0,0.0
360,City of Piggott - (AR),Municipal Light,2.0,Petroleum Liquids,DFO,IC,10.0,1963.0,AR,56.0,0.08,0.16
361,City of Piggott - (AR),Municipal Light,0.6,Petroleum Liquids,DFO,IC,4.0,1952.0,AR,67.0,0.08,0.048
362,City of Piggott - (AR),Municipal Light,2.2,Petroleum Liquids,DFO,IC,3.0,1976.0,AR,43.0,0.08,0.17600000000000002
363,City of Piggott - (AR),Municipal Light,1.3,Petroleum Liquids,DFO,IC,3.0,1959.0,AR,60.0,0.08,0.10400000000000001
364,City of Piggott - (AR),Municipal Light,1.1,Petroleum Liquids,DFO,IC,1.0,1955.0,AR,64.0,0.08,0.08800000000000001
365,USCE -Vickburg District,Narrows (AR),8.5,Conventional Hydroelectric,WAT,HY,5.0,1950.0,AR,69.0,0.0,0.0
366,USCE -Vickburg District,Narrows (AR),8.5,Conventional Hydroelectric,WAT,HY,5.0,1950.0,AR,69.0,0.0,0.0
367,USCE -Vickburg District,Narrows (AR),8.5,Conventional Hydroelectric,WAT,HY,9.0,1969.0,AR,50.0,0.0,0.0
368,USCE-Little Rock District,Norfork,40.2,Conventional Hydroelectric,WAT,HY,2.0,1950.0,AR,69.0,0.0,0.0
369,USCE-Little Rock District,Norfork,40.2,Conventional Hydroelectric,WAT,HY,6.0,1944.0,AR,75.0,0.0,0.0
370,USCE -Vickburg District,Blakely Mountain,37.5,Conventional Hydroelectric,WAT,HY,9.0,1955.0,AR,64.0,0.0,0.0
371,USCE -Vickburg District,Blakely Mountain,37.5,Conventional Hydroelectric,WAT,HY,10.0,1955.0,AR,64.0,0.0,0.0
372,USCE-Little Rock District,Bull Shoals,40.0,Conventional Hydroelectric,WAT,HY,9.0,1952.0,AR,67.0,0.0,0.0
373,USCE-Little Rock District,Bull Shoals,40.0,Conventional Hydroelectric,WAT,HY,9.0,1952.0,AR,67.0,0.0,0.0
374,USCE-Little Rock District,Bull Shoals,40.0,Conventional Hydroelectric,WAT,HY,12.0,1952.0,AR,67.0,0.0,0.0
375,USCE-Little Rock District,Bull Shoals,40.0,Conventional Hydroelectric,WAT,HY,6.0,1953.0,AR,66.0,0.0,0.0
376,USCE-Little Rock District,Bull Shoals,45.0,Conventional Hydroelectric,WAT,HY,1.0,1962.0,AR,57.0,0.0,0.0
377,USCE-Little Rock District,Bull Shoals,45.0,Conventional Hydroelectric,WAT,HY,2.0,1962.0,AR,57.0,0.0,0.0
378,USCE-Little Rock District,Bull Shoals,45.0,Conventional Hydroelectric,WAT,HY,8.0,1963.0,AR,56.0,0.0,0.0
379,USCE-Little Rock District,Bull Shoals,45.0,Conventional Hydroelectric,WAT,HY,9.0,1963.0,AR,56.0,0.0,0.0
380,USCE-Little Rock District,Dardanelle,40.2,Conventional Hydroelectric,WAT,HY,4.0,1965.0,AR,54.0,0.0,0.0
381,USCE-Little Rock District,Dardanelle,40.2,Conventional Hydroelectric,WAT,HY,5.0,1965.0,AR,54.0,0.0,0.0
382,USCE-Little Rock District,Dardanelle,40.2,Conventional Hydroelectric,WAT,HY,9.0,1965.0,AR,54.0,0.0,0.0
383,USCE-Little Rock District,Dardanelle,40.2,Conventional Hydroelectric,WAT,HY,1.0,1966.0,AR,53.0,0.0,0.0
384,Arkansas Electric Coop Corp,Thomas Fitzhugh,59.0,Natural Gas Fired Combined Cycle,NG,CA,5.0,1963.0,AR,56.0,0.059,3.481
385,Arkansas Electric Coop Corp,Thomas Fitzhugh,126.0,Natural Gas Fired Combined Cycle,NG,CT,12.0,2002.0,AR,17.0,0.059,7.433999999999999
386,Arkansas Electric Coop Corp,Carl Bailey,120.0,Natural Gas Steam Turbine,NG,ST,7.0,1966.0,AR,53.0,0.059,7.08
387,Arkansas Electric Coop Corp,McClellan (AR),136.0,Natural Gas Steam Turbine,NG,ST,5.0,1972.0,AR,47.0,0.059,8.024
389,Wolf Creek Nuclear Optg Corp,Wolf Creek Generating Station,1267.7,Nuclear,NUC,ST,9.0,1985.0,KS,34.0,0.0,0.0
390,Pacific Gas & Electric Co.,Alta Powerhouse,1.0,Conventional Hydroelectric,WAT,HY,11.0,1902.0,CA,117.0,0.0,0.0
392,Pacific Gas & Electric Co.,Balch 1,31.0,Conventional Hydroelectric,WAT,HY,2.0,1927.0,CA,92.0,0.0,0.0
393,Pacific Gas & Electric Co.,Balch 2,48.6,Conventional Hydroelectric,WAT,HY,11.0,1958.0,CA,61.0,0.0,0.0
394,Pacific Gas & Electric Co.,Balch 2,48.6,Conventional Hydroelectric,WAT,HY,12.0,1958.0,CA,61.0,0.0,0.0
395,Pacific Gas & Electric Co.,Belden,117.9,Conventional Hydroelectric,WAT,HY,9.0,1969.0,CA,50.0,0.0,0.0
396,Pacific Gas & Electric Co.,Bucks Creek,33.0,Conventional Hydroelectric,WAT,HY,3.0,1928.0,CA,91.0,0.0,0.0
397,Pacific Gas & Electric Co.,Bucks Creek,33.0,Conventional Hydroelectric,WAT,HY,3.0,1928.0,CA,91.0,0.0,0.0
398,Pacific Gas & Electric Co.,Butt Valley,40.0,Conventional Hydroelectric,WAT,HY,12.0,1958.0,CA,61.0,0.0,0.0
399,Pacific Gas & Electric Co.,Caribou 1,23.8,Conventional Hydroelectric,WAT,HY,6.0,1921.0,CA,98.0,0.0,0.0
400,Pacific Gas & Electric Co.,Caribou 1,25.0,Conventional Hydroelectric,WAT,HY,6.0,1921.0,CA,98.0,0.0,0.0
401,Pacific Gas & Electric Co.,Caribou 1,25.0,Conventional Hydroelectric,WAT,HY,5.0,1924.0,CA,95.0,0.0,0.0
402,Pacific Gas & Electric Co.,Caribou 2,60.3,Conventional Hydroelectric,WAT,HY,11.0,1958.0,CA,61.0,0.0,0.0
403,Pacific Gas & Electric Co.,Caribou 2,57.6,Conventional Hydroelectric,WAT,HY,11.0,1958.0,CA,61.0,0.0,0.0
404,Pacific Gas & Electric Co.,Centerville PH,5.5,Conventional Hydroelectric,WAT,HY,5.0,1900.0,CA,119.0,0.0,0.0
